album,song,lyric,section
Reputation,New Year's Day,I can tell that it's gonna be a long road,[Verse 2]
Reputation,New Year's Day,"I'll be there if you're the toast of the town, babe",[Verse 2]
Reputation,New Year's Day,Or if you strike out and you're crawling home,[Verse 2]
Reputation,New Year's Day,Don't read the last page,[Chorus]
Reputation,New Year's Day,But I stay when it's hard or it's wrong or we're making mistakes,[Chorus]
Reputation,New Year's Day,I want your midnights,[Chorus]
Reputation,New Year's Day,But I'll be cleaning up bottles with you on New Year's Day,[Chorus]
Reputation,New Year's Day,"Hold on to the memories, they will hold on to you",[Post-Chorus]
Reputation,New Year's Day,"Hold on to the memories, they will hold on to you",[Post-Chorus]
Reputation,New Year's Day,"Hold on to the memories, they will hold on to you",[Post-Chorus]
Reputation,New Year's Day,And I will hold on to you,[Post-Chorus]
Reputation,New Year's Day,Please don't ever become a stranger,[Bridge]
Reputation,New Year's Day,Whose laugh I could recognize anywhere,[Bridge]
Reputation,New Year's Day,Please don't ever become a stranger,[Bridge]
Reputation,New Year's Day,Whose laugh I could recognize anywhere,[Bridge]
Reputation,New Year's Day,There's glitter on the floor after the party,[Verse 3]
Reputation,New Year's Day,Girls carrying their shoes down in the lobby,[Verse 3]
Reputation,New Year's Day,Candle wax and Polaroids on the hardwood floor,[Verse 3]
Reputation,New Year's Day,You and me forevermore,[Verse 3]
Reputation,New Year's Day,Don't read the last page,[Chorus]
Reputation,New Year's Day,But I stay when it's hard or it's wrong or we're making mistakes,[Chorus]
Reputation,New Year's Day,I want your midnights,[Chorus]
Reputation,New Year's Day,But I'll be cleaning up bottles with you on New Year's Day,[Chorus]
Reputation,New Year's Day,"Hold on to the memories, they will hold on to you",[Post-Chorus]
Reputation,New Year's Day,"Hold on to the memories, they will hold on to you",[Post-Chorus]
Reputation,New Year's Day,"Hold on to the memories, they will hold on to you",[Post-Chorus]
Reputation,New Year's Day,And I will hold on to you,[Post-Chorus]
Reputation,New Year's Day,Please don't ever become a stranger,[Outro]
Reputation,New Year's Day,"(To the memories, they will hold on to you)",[Outro]
Reputation,New Year's Day,Whose laugh I could recognize anywhere,[Outro]
Reputation,New Year's Day,"(Hold on to the memories, they will hold on to you)",[Outro]
Reputation,New Year's Day,Please don't ever become a stranger,[Outro]
Reputation,New Year's Day,"(Hold on to the memories, they will hold on to you)",[Outro]
Reputation,New Year's Day,Whose laugh I could recognize anywhere,[Outro]
Reputation,New Year's Day,(I will hold on to you),[Outro]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),"Walking through a crowd, the village is aglow",[Verse 1]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),Kaleidoscope of loud heartbeats under coats,[Verse 1]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),Everybody here wanted something more,[Verse 1]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),Searching for a sound we hadn't heard before,[Verse 1]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),And it said,[Verse 1]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),"Welcome to New York, it's been waiting for you",[Chorus]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),"Welcome to New York, welcome to New York",[Chorus]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),"Welcome to New York, it's been waiting for you",[Chorus]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),"Welcome to New York, welcome to New York",[Chorus]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),"It's a new soundtrack, I could dance to this beat, beat, forevermore",[Chorus]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),"The lights are so bright but they never blind me, me",[Chorus]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),"Welcome to New York, it's been waiting for you",[Chorus]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),"Welcome to New York, welcome to New York",[Chorus]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),When we first dropped our bags on apartment floors,[Verse 2]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),"Took our broken hearts, put them in a drawer",[Verse 2]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),Everybody here was someone else before,[Verse 2]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),And you can want who you want,[Verse 2]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),Boys and boys and girls and girls,[Verse 2]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),"Welcome to New York, it's been waiting for you",[Chorus]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),"Welcome to New York, welcome to New York",[Chorus]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),"Welcome to New York, it's been waiting for you",[Chorus]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),"Welcome to New York, welcome to New York",[Chorus]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),"It's a new soundtrack, I could dance to this beat, beat, forevermore",[Chorus]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),"The lights are so bright, but they never blind me, me",[Chorus]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),"Welcome to New York (New York), it's been waiting for you",[Chorus]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),"Welcome to New York, welcome to New York",[Chorus]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),"Like any great love, it keeps you guessing",[Bridge]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),"Like any real love, it's ever-changing",[Bridge]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),"Like any true love, it drives you crazy",[Bridge]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),"But you know you wouldn't change anything, anything, anything",[Bridge]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),"Welcome to New York, it's been waiting for you",[Chorus]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),"Welcome to New York, welcome to New York",[Chorus]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),"Welcome to New York, it's been waiting for you",[Chorus]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),"Welcome to New York, welcome to New York",[Chorus]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),"It's a new soundtrack, I could dance to this beat",[Chorus]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),"The lights are so bright, but they never blind me",[Chorus]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),Welcome to New York (New soundtrack),[Chorus]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),It's been waiting for you,[Chorus]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),Welcome to New York,[Chorus]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),The lights are so bright but they never blind me,[Chorus]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),Welcome to New York,[Chorus]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),"So bright, they never blind me",[Chorus]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),Welcome to New York,[Chorus]
1989 (Taylor's Version),Welcome To New York (Taylor's Version),Welcome to New York,[Chorus]
1989 (Taylor's Version),Blank Space (Taylor's Version),"Nice to meet you, where you been?",[Verse 1]
1989 (Taylor's Version),Blank Space (Taylor's Version),I could show you incredible things,[Verse 1]
1989 (Taylor's Version),Blank Space (Taylor's Version),"Magic, madness, heaven, sin",[Verse 1]
1989 (Taylor's Version),Blank Space (Taylor's Version),"Saw you there, and I thought",[Verse 1]
1989 (Taylor's Version),Blank Space (Taylor's Version),"'Oh my God, look at that face",[Verse 1]
1989 (Taylor's Version),Blank Space (Taylor's Version),You look like my next mistake,[Verse 1]
1989 (Taylor's Version),Blank Space (Taylor's Version),"Love's a game, wanna play?'",[Verse 1]
1989 (Taylor's Version),Blank Space (Taylor's Version),Ayy,[Verse 1]
1989 (Taylor's Version),Blank Space (Taylor's Version),"New money, suit and tie",[Verse 2]
1989 (Taylor's Version),Blank Space (Taylor's Version),I can read you like a magazine,[Verse 2]
1989 (Taylor's Version),Blank Space (Taylor's Version),Ain't it funny? Rumors fly,[Verse 2]
1989 (Taylor's Version),Blank Space (Taylor's Version),And I know you heard about me,[Verse 2]
1989 (Taylor's Version),Blank Space (Taylor's Version),"So hey, let's be friends",[Verse 2]
1989 (Taylor's Version),Blank Space (Taylor's Version),I'm dyin' to see how this one ends,[Verse 2]
1989 (Taylor's Version),Blank Space (Taylor's Version),Grab your passport and my hand,[Verse 2]
1989 (Taylor's Version),Blank Space (Taylor's Version),I can make the bad guys good for a weekend,[Verse 2]
1989 (Taylor's Version),Blank Space (Taylor's Version),So it's gonna be forever,[Chorus]
1989 (Taylor's Version),Blank Space (Taylor's Version),Or it's gonna go down in flames,[Chorus]
1989 (Taylor's Version),Blank Space (Taylor's Version),"You can tell me when it's over, mm",[Chorus]
1989 (Taylor's Version),Blank Space (Taylor's Version),If the high was worth the pain,[Chorus]
1989 (Taylor's Version),Blank Space (Taylor's Version),Got a long list of ex-lovers,[Chorus]
1989 (Taylor's Version),Blank Space (Taylor's Version),They'll tell you I'm insane,[Chorus]
1989 (Taylor's Version),Blank Space (Taylor's Version),'Cause you know I love the players,[Chorus]
1989 (Taylor's Version),Blank Space (Taylor's Version),And you love the game,[Chorus]
1989 (Taylor's Version),Blank Space (Taylor's Version),'Cause we're young and we're reckless,[Chorus]
1989 (Taylor's Version),Blank Space (Taylor's Version),We'll take this way too far,[Chorus]
1989 (Taylor's Version),Blank Space (Taylor's Version),"It'll leave you breathless, hmm",[Chorus]
1989 (Taylor's Version),Blank Space (Taylor's Version),Or with a nasty scar,[Chorus]
1989 (Taylor's Version),Blank Space (Taylor's Version),Got a long list of ex-lovers,[Chorus]
1989 (Taylor's Version),Blank Space (Taylor's Version),They'll tell you I'm insane,[Chorus]
1989 (Taylor's Version),Blank Space (Taylor's Version),"But I've got a blank space, baby",[Chorus]
1989 (Taylor's Version),Blank Space (Taylor's Version),And I'll write your name,[Chorus]
1989 (Taylor's Version),Blank Space (Taylor's Version),"Cherry lips, crystal skies",[Verse 3]
1989 (Taylor's Version),Blank Space (Taylor's Version),I could show you incredible things,[Verse 3]
1989 (Taylor's Version),Blank Space (Taylor's Version),"Stolen kisses, pretty lies",[Verse 3]
1989 (Taylor's Version),Blank Space (Taylor's Version),"You're the King, baby, I'm your Queen",[Verse 3]
1989 (Taylor's Version),Blank Space (Taylor's Version),Find out what you want,[Verse 3]
1989 (Taylor's Version),Blank Space (Taylor's Version),Be that girl for a month,[Verse 3]
1989 (Taylor's Version),Blank Space (Taylor's Version),"Wait, the worst is yet to come",[Verse 3]
1989 (Taylor's Version),Blank Space (Taylor's Version),"Oh, no",[Verse 3]
1989 (Taylor's Version),Blank Space (Taylor's Version),"Screaming, crying, perfect storms",[Verse 4]
1989 (Taylor's Version),Blank Space (Taylor's Version),I can make all the tables turn,[Verse 4]
1989 (Taylor's Version),Blank Space (Taylor's Version),Rose garden filled with thorns,[Verse 4]
1989 (Taylor's Version),Blank Space (Taylor's Version),Keep you second guessin' like,[Verse 4]
1989 (Taylor's Version),Blank Space (Taylor's Version),"'Oh my God, who is she?'",[Verse 4]
1989 (Taylor's Version),Blank Space (Taylor's Version),I get drunk on jealousy,[Verse 4]
1989 (Taylor's Version),Blank Space (Taylor's Version),But you'll come back each time you leave,[Verse 4]
1989 (Taylor's Version),Blank Space (Taylor's Version),"'Cause, darling, I'm a nightmare dressed like a daydream",[Verse 4]
1989 (Taylor's Version),Blank Space (Taylor's Version),So it's gonna be forever,[Chorus]
1989 (Taylor's Version),Blank Space (Taylor's Version),Or it's gonna go down in flames,[Chorus]
1989 (Taylor's Version),Blank Space (Taylor's Version),"You can tell me when it's over, mm",[Chorus]
1989 (Taylor's Version),Blank Space (Taylor's Version),If the high was worth the pain,[Chorus]
1989 (Taylor's Version),Blank Space (Taylor's Version),Got a long list of ex-lovers,[Chorus]
1989 (Taylor's Version),Blank Space (Taylor's Version),They'll tell you I'm insane,[Chorus]
1989 (Taylor's Version),Blank Space (Taylor's Version),'Cause you know I love the players,[Chorus]
1989 (Taylor's Version),Blank Space (Taylor's Version),And you love the game,[Chorus]
1989 (Taylor's Version),Blank Space (Taylor's Version),'Cause we're young and we're reckless,[Chorus]
1989 (Taylor's Version),Blank Space (Taylor's Version),We'll take this way too far,[Chorus]
1989 (Taylor's Version),Blank Space (Taylor's Version),"It'll leave you breathless, hmm",[Chorus]
1989 (Taylor's Version),Blank Space (Taylor's Version),Or with a nasty scar,[Chorus]
1989 (Taylor's Version),Blank Space (Taylor's Version),Got a long list of ex-lovers,[Chorus]
1989 (Taylor's Version),Blank Space (Taylor's Version),They'll tell you I'm insane,[Chorus]
1989 (Taylor's Version),Blank Space (Taylor's Version),"But I've got a blank space, baby",[Chorus]
1989 (Taylor's Version),Blank Space (Taylor's Version),And I'll write your name,[Chorus]
1989 (Taylor's Version),Blank Space (Taylor's Version),Boys only want love if it's torture,[Bridge]
1989 (Taylor's Version),Blank Space (Taylor's Version),"Don't say I didn't, say I didn't warn ya",[Bridge]
1989 (Taylor's Version),Blank Space (Taylor's Version),Boys only want love if it's torture,[Bridge]
1989 (Taylor's Version),Blank Space (Taylor's Version),"Don't say I didn't, say I didn't warn ya",[Bridge]
1989 (Taylor's Version),Blank Space (Taylor's Version),So it's gonna be forever,[Chorus]
1989 (Taylor's Version),Blank Space (Taylor's Version),Or it's gonna go down in flames,[Chorus]
1989 (Taylor's Version),Blank Space (Taylor's Version),"You can tell me when it's over, mm",[Chorus]
1989 (Taylor's Version),Blank Space (Taylor's Version),If the high was worth the pain,[Chorus]
1989 (Taylor's Version),Blank Space (Taylor's Version),Got a long list of ex-lovers,[Chorus]
